flows,products,is_subtotal
09.01.01 Electricity plants,07.17 Other products,False
09.01.01 Electricity plants,07.99 PetProd nonspecified,False
09.01.01 Electricity plants,08 Gas,True
09.01.01 Electricity plants,08.01 Natural gas,False
09.01.01 Electricity plants,08.02 LNG,False
09.01.01 Electricity plants,08.03 Gas works gas,False
09.01.01 Electricity plants,08.99 Gas nonspecified,False
09.01.01 Electricity plants,09 Nuclear,False
09.01.01 Electricity plants,10 Hydro,False
09.01.01 Electricity plants,11 Geothermal,False
09.01.01 Electricity plants,12 Solar,True
09.01.01 Electricity plants,12.01 of which: Photovoltaics,False
09.01.01 Electricity plants,12.99 Solar nonspecified,False
09.01.01 Electricity plants,"13 Tide, wave, ocean",False
09.01.01 Electricity plants,14 Wind,False
09.01.01 Electricity plants,15 Solid biomass,True
09.01.01 Electricity plants,15.01 Fuelwood & woodwaste,False
09.01.01 Electricity plants,15.02 Bagasse,False
09.01.01 Electricity plants,15.03 Charcoal,False
09.01.01 Electricity plants,15.04 Black liqour,False
09.01.01 Electricity plants,15.05 Other biomass,False
09.01.01 Electricity plants,16 Others,True
09.01.01 Electricity plants,16.01 Biogas,False
09.01.01 Electricity plants,16.02 Industrial waste,False
09.01.01 Electricity plants,16.03 Municipal solid waste (renewable),False
09.01.01 Electricity plants,16.04 Municipal solid waste (non-renewable),False
09.01.01 Electricity plants,16.05 Biogasoline,False
09.01.01 Electricity plants,16.06 Biodiesel,False
09.01.01 Electricity plants,16.07 Bio jet kerosene,False
09.01.01 Electricity plants,16.08 Other liquid biofuels,False
09.01.01 Electricity plants,16.09 Other sources,False
09.01.01 Electricity plants,17 Electricity,False
09.01.01 Electricity plants,18 Heat,False
09.01.01 Electricity plants,19 Total,True
09.01.01 Electricity plants,20 Total Renewables,True
09.01.01 Electricity plants,21 Modern renewables,True
09.01.02 CHP plants,01 Coal,True
09.01.02 CHP plants,01.01 Coking coal,False
09.01.02 CHP plants,01.02 Other bituminous coal,False
09.01.02 CHP plants,01.03 Sub-bituminous coal,False
09.01.02 CHP plants,01.04 Anthracite,False
09.01.02 CHP plants,01.05 Lignite,False
09.01.02 CHP plants,01.99 Coal nonspecified,False
09.01.02 CHP plants,02 Coal products,True
09.01.02 CHP plants,02.01 Coke oven coke,False
09.01.02 CHP plants,02.02 Gas coke,False
09.01.02 CHP plants,02.03 Coke oven gas,False
09.01.02 CHP plants,02.04 Blast furnace gas,False
09.01.02 CHP plants,02.05 Other recovered gases,False
09.01.02 CHP plants,02.06 Patent fuel,False
09.01.02 CHP plants,02.07 Coal tar,False
09.01.02 CHP plants,02.08 BKB/PB,False
09.01.02 CHP plants,03 Peat,False
09.01.02 CHP plants,04 Peat products,False
09.01.02 CHP plants,05 Oil shale and oil sands,False
09.01.02 CHP plants,06 Crude oil & NGL,True
09.01.02 CHP plants,06.01 Crude oil,False
09.01.02 CHP plants,06.02 Natural gas liquids,False
09.01.02 CHP plants,06.03 Refinery feedstocks,False
09.01.02 CHP plants,06.04 Additives/ oxygenates,False
09.01.02 CHP plants,06.05 Other hydrocarbons,False
09.01.02 CHP plants,07 Petroleum products,True
09.01.02 CHP plants,07.01 Motor gasoline,False
09.01.02 CHP plants,07.02 Aviation gasoline,False
09.01.02 CHP plants,07.03 Naphtha,False
09.01.02 CHP plants,07.04 Gasoline type jet fuel,False
09.01.02 CHP plants,07.05 Kerosene type jet fuel,False
09.01.02 CHP plants,07.06 Kerosene,False
09.01.02 CHP plants,07.07 Gas/diesel oil,False
09.01.02 CHP plants,07.08 Fuel oil,False
09.01.02 CHP plants,07.09 LPG,False
09.01.02 CHP plants,07.10 Refinery gas (not liquefied),False
09.01.02 CHP plants,07.11 Ethane,False
09.01.02 CHP plants,07.12 White spirit SBP,False
09.01.02 CHP plants,07.13 Lubricants,False
09.01.02 CHP plants,07.14 Bitumen,False
09.01.02 CHP plants,07.15 Paraffin  waxes,False
09.01.02 CHP plants,07.16 Petroleum coke,False
09.01.02 CHP plants,07.17 Other products,False
09.01.02 CHP plants,07.99 PetProd nonspecified,False
09.01.02 CHP plants,08 Gas,True
09.01.02 CHP plants,08.01 Natural gas,False
09.01.02 CHP plants,08.02 LNG,False
09.01.02 CHP plants,08.03 Gas works gas,False
09.01.02 CHP plants,08.99 Gas nonspecified,False
09.01.02 CHP plants,09 Nuclear,False
09.01.02 CHP plants,10 Hydro,False
09.01.02 CHP plants,11 Geothermal,False
09.01.02 CHP plants,12 Solar,True
09.01.02 CHP plants,12.01 of which: Photovoltaics,False
09.01.02 CHP plants,12.99 Solar nonspecified,False
09.01.02 CHP plants,"13 Tide, wave, ocean",False
09.01.02 CHP plants,14 Wind,False
09.01.02 CHP plants,15 Solid biomass,True
09.01.02 CHP plants,15.01 Fuelwood & woodwaste,False
09.01.02 CHP plants,15.02 Bagasse,False
09.01.02 CHP plants,15.03 Charcoal,False
09.01.02 CHP plants,15.04 Black liqour,False
09.01.02 CHP plants,15.05 Other biomass,False
09.01.02 CHP plants,16 Others,True
09.01.02 CHP plants,16.01 Biogas,False
09.01.02 CHP plants,16.02 Industrial waste,False
09.01.02 CHP plants,16.03 Municipal solid waste (renewable),False
09.01.02 CHP plants,16.04 Municipal solid waste (non-renewable),False
09.01.02 CHP plants,16.05 Biogasoline,False
09.01.02 CHP plants,16.06 Biodiesel,False
09.01.02 CHP plants,16.07 Bio jet kerosene,False
09.01.02 CHP plants,16.08 Other liquid biofuels,False
09.01.02 CHP plants,16.09 Other sources,False
09.01.02 CHP plants,17 Electricity,False
09.01.02 CHP plants,18 Heat,False
09.01.02 CHP plants,19 Total,True
09.01.02 CHP plants,20 Total Renewables,True
09.01.02 CHP plants,21 Modern renewables,True
09.01.03 Heat plants,01 Coal,True
09.01.03 Heat plants,01.01 Coking coal,False
09.01.03 Heat plants,01.02 Other bituminous coal,False
09.01.03 Heat plants,01.03 Sub-bituminous coal,False
09.01.03 Heat plants,01.04 Anthracite,False
09.01.03 Heat plants,01.05 Lignite,False
09.01.03 Heat plants,01.99 Coal nonspecified,False
09.01.03 Heat plants,02 Coal products,True
09.01.03 Heat plants,02.01 Coke oven coke,False
09.01.03 Heat plants,02.02 Gas coke,False
09.01.03 Heat plants,02.03 Coke oven gas,False
09.01.03 Heat plants,02.04 Blast furnace gas,False
09.01.03 Heat plants,02.05 Other recovered gases,False
09.01.03 Heat plants,02.06 Patent fuel,False
09.01.03 Heat plants,02.07 Coal tar,False
09.01.03 Heat plants,02.08 BKB/PB,False
09.01.03 Heat plants,03 Peat,False
09.01.03 Heat plants,04 Peat products,False
09.01.03 Heat plants,05 Oil shale and oil sands,False
09.01.03 Heat plants,06 Crude oil & NGL,True
09.01.03 Heat plants,06.01 Crude oil,False
09.01.03 Heat plants,06.02 Natural gas liquids,False
09.01.03 Heat plants,06.03 Refinery feedstocks,False
09.01.03 Heat plants,06.04 Additives/ oxygenates,False
09.01.03 Heat plants,06.05 Other hydrocarbons,False
09.01.03 Heat plants,07 Petroleum products,True
09.01.03 Heat plants,07.01 Motor gasoline,False
09.01.03 Heat plants,07.02 Aviation gasoline,False
09.01.03 Heat plants,07.03 Naphtha,False
09.01.03 Heat plants,07.04 Gasoline type jet fuel,False
09.01.03 Heat plants,07.05 Kerosene type jet fuel,False
09.01.03 Heat plants,07.06 Kerosene,False
09.01.03 Heat plants,07.07 Gas/diesel oil,False
09.01.03 Heat plants,07.08 Fuel oil,False
09.01.03 Heat plants,07.09 LPG,False
09.01.03 Heat plants,07.10 Refinery gas (not liquefied),False
09.01.03 Heat plants,07.11 Ethane,False
09.01.03 Heat plants,07.12 White spirit SBP,False
09.01.03 Heat plants,07.13 Lubricants,False
09.01.03 Heat plants,07.14 Bitumen,False
09.01.03 Heat plants,07.15 Paraffin  waxes,False
09.01.03 Heat plants,07.16 Petroleum coke,False
09.01.03 Heat plants,07.17 Other products,False
09.01.03 Heat plants,07.99 PetProd nonspecified,False
09.01.03 Heat plants,08 Gas,True
09.01.03 Heat plants,08.01 Natural gas,False
09.01.03 Heat plants,08.02 LNG,False
09.01.03 Heat plants,08.03 Gas works gas,False
09.01.03 Heat plants,08.99 Gas nonspecified,False
09.01.03 Heat plants,09 Nuclear,False
09.01.03 Heat plants,10 Hydro,False
09.01.03 Heat plants,11 Geothermal,False
09.01.03 Heat plants,12 Solar,True
09.01.03 Heat plants,12.01 of which: Photovoltaics,False
09.01.03 Heat plants,12.99 Solar nonspecified,False
09.01.03 Heat plants,"13 Tide, wave, ocean",False
09.01.03 Heat plants,14 Wind,False
09.01.03 Heat plants,15 Solid biomass,True
09.01.03 Heat plants,15.01 Fuelwood & woodwaste,False
09.01.03 Heat plants,15.02 Bagasse,False
09.01.03 Heat plants,15.03 Charcoal,False
09.01.03 Heat plants,15.04 Black liqour,False
09.01.03 Heat plants,15.05 Other biomass,False
09.01.03 Heat plants,16 Others,True
09.01.03 Heat plants,16.01 Biogas,False
09.01.03 Heat plants,16.02 Industrial waste,False
09.01.03 Heat plants,16.03 Municipal solid waste (renewable),False
09.01.03 Heat plants,16.04 Municipal solid waste (non-renewable),False
09.01.03 Heat plants,16.05 Biogasoline,False
09.01.03 Heat plants,16.06 Biodiesel,False
09.01.03 Heat plants,16.07 Bio jet kerosene,False
09.01.03 Heat plants,16.08 Other liquid biofuels,False
09.01.03 Heat plants,16.09 Other sources,False
09.01.03 Heat plants,17 Electricity,False
09.01.03 Heat plants,18 Heat,False
09.01.03 Heat plants,19 Total,True
09.01.03 Heat plants,20 Total Renewables,True
09.01.03 Heat plants,21 Modern renewables,True
09.02 Autoproducers,01 Coal,True
09.02 Autoproducers,01.01 Coking coal,True
09.02 Autoproducers,01.02 Other bituminous coal,True
09.02 Autoproducers,01.03 Sub-bituminous coal,True
09.02 Autoproducers,01.04 Anthracite,True
09.02 Autoproducers,01.05 Lignite,True
09.02 Autoproducers,01.99 Coal nonspecified,True
09.02 Autoproducers,02 Coal products,True
09.02 Autoproducers,02.01 Coke oven coke,True
09.02 Autoproducers,02.02 Gas coke,True
09.02 Autoproducers,02.03 Coke oven gas,True
09.02 Autoproducers,02.04 Blast furnace gas,True
09.02 Autoproducers,02.05 Other recovered gases,True
09.02 Autoproducers,02.06 Patent fuel,True
09.02 Autoproducers,02.07 Coal tar,True
09.02 Autoproducers,02.08 BKB/PB,True
09.02 Autoproducers,03 Peat,True
09.02 Autoproducers,04 Peat products,True
09.02 Autoproducers,05 Oil shale and oil sands,True
09.02 Autoproducers,06 Crude oil & NGL,True
09.02 Autoproducers,06.01 Crude oil,True
09.02 Autoproducers,06.02 Natural gas liquids,True
09.02 Autoproducers,06.03 Refinery feedstocks,True
09.02 Autoproducers,06.04 Additives/ oxygenates,True
09.02 Autoproducers,06.05 Other hydrocarbons,True
09.02 Autoproducers,07 Petroleum products,True
09.02 Autoproducers,07.01 Motor gasoline,True
09.02 Autoproducers,07.02 Aviation gasoline,True
09.02 Autoproducers,07.03 Naphtha,True
09.02 Autoproducers,07.04 Gasoline type jet fuel,True
09.02 Autoproducers,07.05 Kerosene type jet fuel,True
09.02 Autoproducers,07.06 Kerosene,True
09.02 Autoproducers,07.07 Gas/diesel oil,True
09.02 Autoproducers,07.08 Fuel oil,True
09.02 Autoproducers,07.09 LPG,True
09.02 Autoproducers,07.10 Refinery gas (not liquefied),True
09.02 Autoproducers,07.11 Ethane,True
09.02 Autoproducers,07.12 White spirit SBP,True
09.02 Autoproducers,07.13 Lubricants,True
09.02 Autoproducers,07.14 Bitumen,True
09.02 Autoproducers,07.15 Paraffin  waxes,True
09.02 Autoproducers,07.16 Petroleum coke,True
09.02 Autoproducers,07.17 Other products,True
09.02 Autoproducers,07.99 PetProd nonspecified,True
09.02 Autoproducers,08 Gas,True
09.02 Autoproducers,08.01 Natural gas,True
09.02 Autoproducers,08.02 LNG,True
09.02 Autoproducers,08.03 Gas works gas,True
09.02 Autoproducers,08.99 Gas nonspecified,True
09.02 Autoproducers,09 Nuclear,True
09.02 Autoproducers,10 Hydro,True
09.02 Autoproducers,11 Geothermal,True
09.02 Autoproducers,12 Solar,True
09.02 Autoproducers,12.01 of which: Photovoltaics,True
09.02 Autoproducers,12.99 Solar nonspecified,True
09.02 Autoproducers,"13 Tide, wave, ocean",True
09.02 Autoproducers,14 Wind,True
09.02 Autoproducers,15 Solid biomass,True
09.02 Autoproducers,15.01 Fuelwood & woodwaste,True
09.02 Autoproducers,15.02 Bagasse,True
09.02 Autoproducers,15.03 Charcoal,True
09.02 Autoproducers,15.04 Black liqour,True
09.02 Autoproducers,15.05 Other biomass,True
09.02 Autoproducers,16 Others,True
09.02 Autoproducers,16.01 Biogas,True
09.02 Autoproducers,16.02 Industrial waste,True
09.02 Autoproducers,16.03 Municipal solid waste (renewable),True
09.02 Autoproducers,16.04 Municipal solid waste (non-renewable),True
09.02 Autoproducers,16.05 Biogasoline,True
09.02 Autoproducers,16.06 Biodiesel,True
09.02 Autoproducers,16.07 Bio jet kerosene,True
09.02 Autoproducers,16.08 Other liquid biofuels,True
09.02 Autoproducers,16.09 Other sources,True
09.02 Autoproducers,17 Electricity,True
09.02 Autoproducers,18 Heat,True
09.02 Autoproducers,19 Total,True
09.02 Autoproducers,20 Total Renewables,True
09.02 Autoproducers,21 Modern renewables,True
09.02.01 Electricity plants,01 Coal,True
09.02.01 Electricity plants,01.01 Coking coal,False
09.02.01 Electricity plants,01.02 Other bituminous coal,False
09.02.01 Electricity plants,01.03 Sub-bituminous coal,False
09.02.01 Electricity plants,01.04 Anthracite,False
09.02.01 Electricity plants,01.05 Lignite,False
09.02.01 Electricity plants,01.99 Coal nonspecified,False
09.02.01 Electricity plants,02 Coal products,True
09.02.01 Electricity plants,02.01 Coke oven coke,False
09.02.01 Electricity plants,02.02 Gas coke,False
09.02.01 Electricity plants,02.03 Coke oven gas,False
09.02.01 Electricity plants,02.04 Blast furnace gas,False
09.02.01 Electricity plants,02.05 Other recovered gases,False
09.02.01 Electricity plants,02.06 Patent fuel,False
09.02.01 Electricity plants,02.07 Coal tar,False
09.02.01 Electricity plants,02.08 BKB/PB,False
09.02.01 Electricity plants,03 Peat,False
09.02.01 Electricity plants,04 Peat products,False
09.02.01 Electricity plants,05 Oil shale and oil sands,False
09.02.01 Electricity plants,06 Crude oil & NGL,True
09.02.01 Electricity plants,06.01 Crude oil,False
09.02.01 Electricity plants,06.02 Natural gas liquids,False
09.02.01 Electricity plants,06.03 Refinery feedstocks,False
09.02.01 Electricity plants,06.04 Additives/ oxygenates,False
09.02.01 Electricity plants,06.05 Other hydrocarbons,False
09.02.01 Electricity plants,07 Petroleum products,True
09.02.01 Electricity plants,07.01 Motor gasoline,False
09.02.01 Electricity plants,07.02 Aviation gasoline,False
09.02.01 Electricity plants,07.03 Naphtha,False
09.02.01 Electricity plants,07.04 Gasoline type jet fuel,False
09.02.01 Electricity plants,07.05 Kerosene type jet fuel,False
09.02.01 Electricity plants,07.06 Kerosene,False
09.02.01 Electricity plants,07.07 Gas/diesel oil,False
09.02.01 Electricity plants,07.08 Fuel oil,False
09.02.01 Electricity plants,07.09 LPG,False
09.02.01 Electricity plants,07.10 Refinery gas (not liquefied),False
09.02.01 Electricity plants,07.11 Ethane,False
09.02.01 Electricity plants,07.12 White spirit SBP,False
09.02.01 Electricity plants,07.13 Lubricants,False
09.02.01 Electricity plants,07.14 Bitumen,False
09.02.01 Electricity plants,07.15 Paraffin  waxes,False
09.02.01 Electricity plants,07.16 Petroleum coke,False
09.02.01 Electricity plants,07.17 Other products,False
09.02.01 Electricity plants,07.99 PetProd nonspecified,False
09.02.01 Electricity plants,08 Gas,True
09.02.01 Electricity plants,08.01 Natural gas,False
09.02.01 Electricity plants,08.02 LNG,False
09.02.01 Electricity plants,08.03 Gas works gas,False
09.02.01 Electricity plants,08.99 Gas nonspecified,False
09.02.01 Electricity plants,09 Nuclear,False
09.02.01 Electricity plants,10 Hydro,False
09.02.01 Electricity plants,11 Geothermal,False
09.02.01 Electricity plants,12 Solar,True
09.02.01 Electricity plants,12.01 of which: Photovoltaics,False
09.02.01 Electricity plants,12.99 Solar nonspecified,False
09.02.01 Electricity plants,"13 Tide, wave, ocean",False
09.02.01 Electricity plants,14 Wind,False
09.02.01 Electricity plants,15 Solid biomass,True
09.02.01 Electricity plants,15.01 Fuelwood & woodwaste,False
09.02.01 Electricity plants,15.02 Bagasse,False
09.02.01 Electricity plants,15.03 Charcoal,False
09.02.01 Electricity plants,15.04 Black liqour,False
09.02.01 Electricity plants,15.05 Other biomass,False
09.02.01 Electricity plants,16 Others,True
09.02.01 Electricity plants,16.01 Biogas,False
09.02.01 Electricity plants,16.02 Industrial waste,False
09.02.01 Electricity plants,16.03 Municipal solid waste (renewable),False
09.02.01 Electricity plants,16.04 Municipal solid waste (non-renewable),False
09.02.01 Electricity plants,16.05 Biogasoline,False
09.02.01 Electricity plants,16.06 Biodiesel,False
09.02.01 Electricity plants,16.07 Bio jet kerosene,False
09.02.01 Electricity plants,16.08 Other liquid biofuels,False
09.02.01 Electricity plants,16.09 Other sources,False
09.02.01 Electricity plants,17 Electricity,False
09.02.01 Electricity plants,18 Heat,False
09.02.01 Electricity plants,19 Total,True
09.02.01 Electricity plants,20 Total Renewables,True
09.02.01 Electricity plants,21 Modern renewables,True
09.02.02 CHP plants,01 Coal,True
09.02.02 CHP plants,01.01 Coking coal,False
09.02.02 CHP plants,01.02 Other bituminous coal,False
09.02.02 CHP plants,01.03 Sub-bituminous coal,False
09.02.02 CHP plants,01.04 Anthracite,False
09.02.02 CHP plants,01.05 Lignite,False
09.02.02 CHP plants,01.99 Coal nonspecified,False
09.02.02 CHP plants,02 Coal products,True
09.02.02 CHP plants,02.01 Coke oven coke,False
09.02.02 CHP plants,02.02 Gas coke,False
09.02.02 CHP plants,02.03 Coke oven gas,False
09.02.02 CHP plants,02.04 Blast furnace gas,False
09.02.02 CHP plants,02.05 Other recovered gases,False
09.02.02 CHP plants,02.06 Patent fuel,False
09.02.02 CHP plants,02.07 Coal tar,False
09.02.02 CHP plants,02.08 BKB/PB,False
09.02.02 CHP plants,03 Peat,False
09.02.02 CHP plants,04 Peat products,False
09.02.02 CHP plants,05 Oil shale and oil sands,False
09.02.02 CHP plants,06 Crude oil & NGL,True
09.02.02 CHP plants,06.01 Crude oil,False
09.02.02 CHP plants,06.02 Natural gas liquids,False
09.02.02 CHP plants,06.03 Refinery feedstocks,False
09.02.02 CHP plants,06.04 Additives/ oxygenates,False
09.02.02 CHP plants,06.05 Other hydrocarbons,False
09.02.02 CHP plants,07 Petroleum products,True
09.02.02 CHP plants,07.01 Motor gasoline,False
09.02.02 CHP plants,07.02 Aviation gasoline,False
09.02.02 CHP plants,07.03 Naphtha,False
09.02.02 CHP plants,07.04 Gasoline type jet fuel,False
09.02.02 CHP plants,07.05 Kerosene type jet fuel,False
09.02.02 CHP plants,07.06 Kerosene,False
09.02.02 CHP plants,07.07 Gas/diesel oil,False
09.02.02 CHP plants,07.08 Fuel oil,False
09.02.02 CHP plants,07.09 LPG,False
09.02.02 CHP plants,07.10 Refinery gas (not liquefied),False
09.02.02 CHP plants,07.11 Ethane,False
09.02.02 CHP plants,07.12 White spirit SBP,False
09.02.02 CHP plants,07.13 Lubricants,False
09.02.02 CHP plants,07.14 Bitumen,False
09.02.02 CHP plants,07.15 Paraffin  waxes,False
09.02.02 CHP plants,07.16 Petroleum coke,False
09.02.02 CHP plants,07.17 Other products,False
09.02.02 CHP plants,07.99 PetProd nonspecified,False
09.02.02 CHP plants,08 Gas,True
09.02.02 CHP plants,08.01 Natural gas,False
09.02.02 CHP plants,08.02 LNG,False
09.02.02 CHP plants,08.03 Gas works gas,False
09.02.02 CHP plants,08.99 Gas nonspecified,False
09.02.02 CHP plants,09 Nuclear,False
09.02.02 CHP plants,10 Hydro,False
09.02.02 CHP plants,11 Geothermal,False
09.02.02 CHP plants,12 Solar,True
09.02.02 CHP plants,12.01 of which: Photovoltaics,False
09.02.02 CHP plants,12.99 Solar nonspecified,False
09.02.02 CHP plants,"13 Tide, wave, ocean",False
09.02.02 CHP plants,14 Wind,False
09.02.02 CHP plants,15 Solid biomass,True
09.02.02 CHP plants,15.01 Fuelwood & woodwaste,False
09.02.02 CHP plants,15.02 Bagasse,False
09.02.02 CHP plants,15.03 Charcoal,False
09.02.02 CHP plants,15.04 Black liqour,False
09.02.02 CHP plants,15.05 Other biomass,False
09.02.02 CHP plants,16 Others,True
09.02.02 CHP plants,16.01 Biogas,False
09.02.02 CHP plants,16.02 Industrial waste,False
09.02.02 CHP plants,16.03 Municipal solid waste (renewable),False
09.02.02 CHP plants,16.04 Municipal solid waste (non-renewable),False
09.02.02 CHP plants,16.05 Biogasoline,False
09.02.02 CHP plants,16.06 Biodiesel,False
09.02.02 CHP plants,16.07 Bio jet kerosene,False
09.02.02 CHP plants,16.08 Other liquid biofuels,False
09.02.02 CHP plants,16.09 Other sources,False
09.02.02 CHP plants,17 Electricity,False
09.02.02 CHP plants,18 Heat,False
09.02.02 CHP plants,19 Total,True
09.02.02 CHP plants,20 Total Renewables,True
09.02.02 CHP plants,21 Modern renewables,True
09.02.03 Heat plants,01 Coal,True
09.02.03 Heat plants,01.01 Coking coal,False
09.02.03 Heat plants,01.02 Other bituminous coal,False
09.02.03 Heat plants,01.03 Sub-bituminous coal,False
09.02.03 Heat plants,01.04 Anthracite,False
09.02.03 Heat plants,01.05 Lignite,False
09.02.03 Heat plants,01.99 Coal nonspecified,False
09.02.03 Heat plants,02 Coal products,True
09.02.03 Heat plants,02.01 Coke oven coke,False
09.02.03 Heat plants,02.02 Gas coke,False
09.02.03 Heat plants,02.03 Coke oven gas,False
09.02.03 Heat plants,02.04 Blast furnace gas,False
09.02.03 Heat plants,02.05 Other recovered gases,False
09.02.03 Heat plants,02.06 Patent fuel,False
09.02.03 Heat plants,02.07 Coal tar,False
09.02.03 Heat plants,02.08 BKB/PB,False
09.02.03 Heat plants,03 Peat,False
09.02.03 Heat plants,04 Peat products,False
09.02.03 Heat plants,05 Oil shale and oil sands,False
09.02.03 Heat plants,06 Crude oil & NGL,True
09.02.03 Heat plants,06.01 Crude oil,False
09.02.03 Heat plants,06.02 Natural gas liquids,False
09.02.03 Heat plants,06.03 Refinery feedstocks,False
09.02.03 Heat plants,06.04 Additives/ oxygenates,False
09.02.03 Heat plants,06.05 Other hydrocarbons,False
09.02.03 Heat plants,07 Petroleum products,True
09.02.03 Heat plants,07.01 Motor gasoline,False
09.02.03 Heat plants,07.02 Aviation gasoline,False
09.02.03 Heat plants,07.03 Naphtha,False
09.02.03 Heat plants,07.04 Gasoline type jet fuel,False
09.02.03 Heat plants,07.05 Kerosene type jet fuel,False
09.02.03 Heat plants,07.06 Kerosene,False
09.02.03 Heat plants,07.07 Gas/diesel oil,False
09.02.03 Heat plants,07.08 Fuel oil,False
09.02.03 Heat plants,07.09 LPG,False
09.02.03 Heat plants,07.10 Refinery gas (not liquefied),False
09.02.03 Heat plants,07.11 Ethane,False
09.02.03 Heat plants,07.12 White spirit SBP,False
09.02.03 Heat plants,07.13 Lubricants,False
09.02.03 Heat plants,07.14 Bitumen,False
09.02.03 Heat plants,07.15 Paraffin  waxes,False
09.02.03 Heat plants,07.16 Petroleum coke,False
09.02.03 Heat plants,07.17 Other products,False
09.02.03 Heat plants,07.99 PetProd nonspecified,False
09.02.03 Heat plants,08 Gas,True
09.02.03 Heat plants,08.01 Natural gas,False
09.02.03 Heat plants,08.02 LNG,False
09.02.03 Heat plants,08.03 Gas works gas,False
09.02.03 Heat plants,08.99 Gas nonspecified,False
09.02.03 Heat plants,09 Nuclear,False
09.02.03 Heat plants,10 Hydro,False
09.02.03 Heat plants,11 Geothermal,False
09.02.03 Heat plants,12 Solar,True
09.02.03 Heat plants,12.01 of which: Photovoltaics,False
09.02.03 Heat plants,12.99 Solar nonspecified,False
09.02.03 Heat plants,"13 Tide, wave, ocean",False
09.02.03 Heat plants,14 Wind,False
09.02.03 Heat plants,15 Solid biomass,True
09.02.03 Heat plants,15.01 Fuelwood & woodwaste,False
09.02.03 Heat plants,15.02 Bagasse,False
09.02.03 Heat plants,15.03 Charcoal,False
09.02.03 Heat plants,15.04 Black liqour,False
09.02.03 Heat plants,15.05 Other biomass,False
09.02.03 Heat plants,16 Others,True
09.02.03 Heat plants,16.01 Biogas,False
09.02.03 Heat plants,16.02 Industrial waste,False
09.02.03 Heat plants,16.03 Municipal solid waste (renewable),False
09.02.03 Heat plants,16.04 Municipal solid waste (non-renewable),False
09.02.03 Heat plants,16.05 Biogasoline,False
09.02.03 Heat plants,16.06 Biodiesel,False
09.02.03 Heat plants,16.07 Bio jet kerosene,False
09.02.03 Heat plants,16.08 Other liquid biofuels,False
09.02.03 Heat plants,16.09 Other sources,False
09.02.03 Heat plants,17 Electricity,False
09.02.03 Heat plants,18 Heat,False
09.02.03 Heat plants,19 Total,True
09.02.03 Heat plants,20 Total Renewables,True
09.02.03 Heat plants,21 Modern renewables,True
09.03 Heat pumps,01 Coal,True
09.03 Heat pumps,01.01 Coking coal,False
09.03 Heat pumps,01.02 Other bituminous coal,False
09.03 Heat pumps,01.03 Sub-bituminous coal,False
09.03 Heat pumps,01.04 Anthracite,False
09.03 Heat pumps,01.05 Lignite,False
09.03 Heat pumps,01.99 Coal nonspecified,False
09.03 Heat pumps,02 Coal products,True
09.03 Heat pumps,02.01 Coke oven coke,False
09.03 Heat pumps,02.02 Gas coke,False
09.03 Heat pumps,02.03 Coke oven gas,False
09.03 Heat pumps,02.04 Blast furnace gas,False
09.03 Heat pumps,02.05 Other recovered gases,False
09.03 Heat pumps,02.06 Patent fuel,False
09.03 Heat pumps,02.07 Coal tar,False
09.03 Heat pumps,02.08 BKB/PB,False
09.03 Heat pumps,03 Peat,False
09.03 Heat pumps,04 Peat products,False
09.03 Heat pumps,05 Oil shale and oil sands,False
09.03 Heat pumps,06 Crude oil & NGL,True
09.03 Heat pumps,06.01 Crude oil,False
09.03 Heat pumps,06.02 Natural gas liquids,False
09.03 Heat pumps,06.03 Refinery feedstocks,False
09.03 Heat pumps,06.04 Additives/ oxygenates,False
09.03 Heat pumps,06.05 Other hydrocarbons,False
09.03 Heat pumps,07 Petroleum products,True
09.03 Heat pumps,07.01 Motor gasoline,False
09.03 Heat pumps,07.02 Aviation gasoline,False
09.03 Heat pumps,07.03 Naphtha,False
09.03 Heat pumps,07.04 Gasoline type jet fuel,False
09.03 Heat pumps,07.05 Kerosene type jet fuel,False
09.03 Heat pumps,07.06 Kerosene,False
09.03 Heat pumps,07.07 Gas/diesel oil,False
09.03 Heat pumps,07.08 Fuel oil,False
09.03 Heat pumps,07.09 LPG,False
09.03 Heat pumps,07.10 Refinery gas (not liquefied),False
09.03 Heat pumps,07.11 Ethane,False
09.03 Heat pumps,07.12 White spirit SBP,False
09.03 Heat pumps,07.13 Lubricants,False
09.03 Heat pumps,07.14 Bitumen,False
09.03 Heat pumps,07.15 Paraffin  waxes,False
09.03 Heat pumps,07.16 Petroleum coke,False
09.03 Heat pumps,07.17 Other products,False
09.03 Heat pumps,07.99 PetProd nonspecified,False
09.03 Heat pumps,08 Gas,True
09.03 Heat pumps,08.01 Natural gas,False
09.03 Heat pumps,08.02 LNG,False
09.03 Heat pumps,08.03 Gas works gas,False
09.03 Heat pumps,08.99 Gas nonspecified,False
09.03 Heat pumps,09 Nuclear,False
09.03 Heat pumps,10 Hydro,False
09.03 Heat pumps,11 Geothermal,False
09.03 Heat pumps,12 Solar,True
09.03 Heat pumps,12.01 of which: Photovoltaics,False
09.03 Heat pumps,12.99 Solar nonspecified,False
09.03 Heat pumps,"13 Tide, wave, ocean",False
09.03 Heat pumps,14 Wind,False
09.03 Heat pumps,15 Solid biomass,True
09.03 Heat pumps,15.01 Fuelwood & woodwaste,False
