sub4sectors,sub3sectors,sub2sectors,sub1sectors,sectors,subfuels,fuels,sector_pair,fuel_pair,zero_final_child_flag
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,08_01_natural_gas,08_gas,09_x_05_others,08_01_natural_gas,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,08_03_gas_works_gas,08_gas,09_x_05_others,08_03_gas_works_gas,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,x,08_gas,09_x_05_others,08_gas,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,08_gas_unallocated,08_gas,09_x_05_others,08_gas_unallocated,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,x,09_nuclear,09_x_05_others,09_nuclear,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,x,10_hydro,09_x_05_others,10_hydro,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,x,11_geothermal,09_x_05_others,11_geothermal,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,12_01_of_which_photovoltaics,12_solar,09_x_05_others,12_01_of_which_photovoltaics,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,x,12_solar,09_x_05_others,12_solar,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,12_solar_unallocated,12_solar,09_x_05_others,12_solar_unallocated,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,12_x_other_solar,12_solar,09_x_05_others,12_x_other_solar,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,x,13_tide_wave_ocean,09_x_05_others,13_tide_wave_ocean,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,x,14_wind,09_x_05_others,14_wind,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,15_05_other_biomass,15_solid_biomass,09_x_05_others,15_05_other_biomass,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,x,15_solid_biomass,09_x_05_others,15_solid_biomass,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,15_solid_biomass_unallocated,15_solid_biomass,09_x_05_others,15_solid_biomass_unallocated,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,16_01_biogas,16_others,09_x_05_others,16_01_biogas,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,16_02_industrial_waste,16_others,09_x_05_others,16_02_industrial_waste,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,16_09_other_sources,16_others,09_x_05_others,16_09_other_sources,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,x,16_others,09_x_05_others,16_others,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,16_others_unallocated,16_others,09_x_05_others,16_others_unallocated,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,16_x_ammonia,16_others,09_x_05_others,16_x_ammonia,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,16_x_hydrogen,16_others,09_x_05_others,16_x_hydrogen,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,x,17_electricity,09_x_05_others,17_electricity,
x,x,09_x_05_others,09_x_heat_plants,09_total_transformation_sector,x,18_heat,09_x_05_others,18_heat,
x,x,x,09_x_heat_plants,09_total_transformation_sector,01_01_coking_coal,01_coal,09_x_heat_plants,01_01_coking_coal,
x,x,x,09_x_heat_plants,09_total_transformation_sector,01_05_lignite,01_coal,09_x_heat_plants,01_05_lignite,
x,x,x,09_x_heat_plants,09_total_transformation_sector,x,01_coal,09_x_heat_plants,01_coal,
x,x,x,09_x_heat_plants,09_total_transformation_sector,01_coal_unallocated,01_coal,09_x_heat_plants,01_coal_unallocated,
x,x,x,09_x_heat_plants,09_total_transformation_sector,01_x_thermal_coal,01_coal,09_x_heat_plants,01_x_thermal_coal,
x,x,x,09_x_heat_plants,09_total_transformation_sector,x,02_coal_products,09_x_heat_plants,02_coal_products,
x,x,x,09_x_heat_plants,09_total_transformation_sector,x,03_peat,09_x_heat_plants,03_peat,
x,x,x,09_x_heat_plants,09_total_transformation_sector,x,04_peat_products,09_x_heat_plants,04_peat_products,
x,x,x,09_x_heat_plants,09_total_transformation_sector,06_01_crude_oil,06_crude_oil_and_ngl,09_x_heat_plants,06_01_crude_oil,
x,x,x,09_x_heat_plants,09_total_transformation_sector,x,06_crude_oil_and_ngl,09_x_heat_plants,06_crude_oil_and_ngl,
x,x,x,09_x_heat_plants,09_total_transformation_sector,06_crude_oil_and_ngl_unallocated,06_crude_oil_and_ngl,09_x_heat_plants,06_crude_oil_and_ngl_unallocated,
x,x,x,09_x_heat_plants,09_total_transformation_sector,07_01_motor_gasoline,07_petroleum_products,09_x_heat_plants,07_01_motor_gasoline,
x,x,x,09_x_heat_plants,09_total_transformation_sector,07_03_naphtha,07_petroleum_products,09_x_heat_plants,07_03_naphtha,
x,x,x,09_x_heat_plants,09_total_transformation_sector,07_06_kerosene,07_petroleum_products,09_x_heat_plants,07_06_kerosene,
x,x,x,09_x_heat_plants,09_total_transformation_sector,07_07_gas_diesel_oil,07_petroleum_products,09_x_heat_plants,07_07_gas_diesel_oil,
x,x,x,09_x_heat_plants,09_total_transformation_sector,07_08_fuel_oil,07_petroleum_products,09_x_heat_plants,07_08_fuel_oil,
x,x,x,09_x_heat_plants,09_total_transformation_sector,07_09_lpg,07_petroleum_products,09_x_heat_plants,07_09_lpg,
x,x,x,09_x_heat_plants,09_total_transformation_sector,07_10_refinery_gas_not_liquefied,07_petroleum_products,09_x_heat_plants,07_10_refinery_gas_not_liquefied,
x,x,x,09_x_heat_plants,09_total_transformation_sector,x,07_petroleum_products,09_x_heat_plants,07_petroleum_products,
x,x,x,09_x_heat_plants,09_total_transformation_sector,07_petroleum_products_unallocated,07_petroleum_products,09_x_heat_plants,07_petroleum_products_unallocated,
x,x,x,09_x_heat_plants,09_total_transformation_sector,07_x_other_petroleum_products,07_petroleum_products,09_x_heat_plants,07_x_other_petroleum_products,
x,x,x,09_x_heat_plants,09_total_transformation_sector,08_01_natural_gas,08_gas,09_x_heat_plants,08_01_natural_gas,
x,x,x,09_x_heat_plants,09_total_transformation_sector,08_03_gas_works_gas,08_gas,09_x_heat_plants,08_03_gas_works_gas,
x,x,x,09_x_heat_plants,09_total_transformation_sector,x,08_gas,09_x_heat_plants,08_gas,
x,x,x,09_x_heat_plants,09_total_transformation_sector,08_gas_unallocated,08_gas,09_x_heat_plants,08_gas_unallocated,
x,x,x,09_x_heat_plants,09_total_transformation_sector,x,09_nuclear,09_x_heat_plants,09_nuclear,
x,x,x,09_x_heat_plants,09_total_transformation_sector,x,10_hydro,09_x_heat_plants,10_hydro,
x,x,x,09_x_heat_plants,09_total_transformation_sector,x,11_geothermal,09_x_heat_plants,11_geothermal,
x,x,x,09_x_heat_plants,09_total_transformation_sector,12_01_of_which_photovoltaics,12_solar,09_x_heat_plants,12_01_of_which_photovoltaics,
x,x,x,09_x_heat_plants,09_total_transformation_sector,x,12_solar,09_x_heat_plants,12_solar,
x,x,x,09_x_heat_plants,09_total_transformation_sector,12_solar_unallocated,12_solar,09_x_heat_plants,12_solar_unallocated,
x,x,x,09_x_heat_plants,09_total_transformation_sector,12_x_other_solar,12_solar,09_x_heat_plants,12_x_other_solar,
x,x,x,09_x_heat_plants,09_total_transformation_sector,x,13_tide_wave_ocean,09_x_heat_plants,13_tide_wave_ocean,
x,x,x,09_x_heat_plants,09_total_transformation_sector,x,14_wind,09_x_heat_plants,14_wind,
x,x,x,09_x_heat_plants,09_total_transformation_sector,15_05_other_biomass,15_solid_biomass,09_x_heat_plants,15_05_other_biomass,
x,x,x,09_x_heat_plants,09_total_transformation_sector,x,15_solid_biomass,09_x_heat_plants,15_solid_biomass,
x,x,x,09_x_heat_plants,09_total_transformation_sector,15_solid_biomass_unallocated,15_solid_biomass,09_x_heat_plants,15_solid_biomass_unallocated,
x,x,x,09_x_heat_plants,09_total_transformation_sector,16_01_biogas,16_others,09_x_heat_plants,16_01_biogas,
x,x,x,09_x_heat_plants,09_total_transformation_sector,16_02_industrial_waste,16_others,09_x_heat_plants,16_02_industrial_waste,
x,x,x,09_x_heat_plants,09_total_transformation_sector,16_03_municipal_solid_waste_renewable,16_others,09_x_heat_plants,16_03_municipal_solid_waste_renewable,
x,x,x,09_x_heat_plants,09_total_transformation_sector,16_04_municipal_solid_waste_nonrenewable,16_others,09_x_heat_plants,16_04_municipal_solid_waste_nonrenewable,
x,x,x,09_x_heat_plants,09_total_transformation_sector,16_09_other_sources,16_others,09_x_heat_plants,16_09_other_sources,
x,x,x,09_x_heat_plants,09_total_transformation_sector,x,16_others,09_x_heat_plants,16_others,
x,x,x,09_x_heat_plants,09_total_transformation_sector,16_others_unallocated,16_others,09_x_heat_plants,16_others_unallocated,
x,x,x,09_x_heat_plants,09_total_transformation_sector,16_x_ammonia,16_others,09_x_heat_plants,16_x_ammonia,
x,x,x,09_x_heat_plants,09_total_transformation_sector,16_x_hydrogen,16_others,09_x_heat_plants,16_x_hydrogen,
x,x,x,09_x_heat_plants,09_total_transformation_sector,x,17_electricity,09_x_heat_plants,17_electricity,
x,x,x,09_x_heat_plants,09_total_transformation_sector,x,18_heat,09_x_heat_plants,18_heat,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,01_01_coking_coal,01_coal,10_01_01_electricity_chp_and_heat_plants,01_01_coking_coal,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,01_05_lignite,01_coal,10_01_01_electricity_chp_and_heat_plants,01_05_lignite,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,x,01_coal,10_01_01_electricity_chp_and_heat_plants,01_coal,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,01_coal_unallocated,01_coal,10_01_01_electricity_chp_and_heat_plants,01_coal_unallocated,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,01_x_thermal_coal,01_coal,10_01_01_electricity_chp_and_heat_plants,01_x_thermal_coal,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,x,02_coal_products,10_01_01_electricity_chp_and_heat_plants,02_coal_products,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,x,03_peat,10_01_01_electricity_chp_and_heat_plants,03_peat,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,x,04_peat_products,10_01_01_electricity_chp_and_heat_plants,04_peat_products,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,x,05_oil_shale_and_oil_sands,10_01_01_electricity_chp_and_heat_plants,05_oil_shale_and_oil_sands,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,06_01_crude_oil,06_crude_oil_and_ngl,10_01_01_electricity_chp_and_heat_plants,06_01_crude_oil,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,06_02_natural_gas_liquids,06_crude_oil_and_ngl,10_01_01_electricity_chp_and_heat_plants,06_02_natural_gas_liquids,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,x,06_crude_oil_and_ngl,10_01_01_electricity_chp_and_heat_plants,06_crude_oil_and_ngl,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,06_crude_oil_and_ngl_unallocated,06_crude_oil_and_ngl,10_01_01_electricity_chp_and_heat_plants,06_crude_oil_and_ngl_unallocated,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,06_x_other_hydrocarbons,06_crude_oil_and_ngl,10_01_01_electricity_chp_and_heat_plants,06_x_other_hydrocarbons,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,07_01_motor_gasoline,07_petroleum_products,10_01_01_electricity_chp_and_heat_plants,07_01_motor_gasoline,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,07_02_aviation_gasoline,07_petroleum_products,10_01_01_electricity_chp_and_heat_plants,07_02_aviation_gasoline,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,07_03_naphtha,07_petroleum_products,10_01_01_electricity_chp_and_heat_plants,07_03_naphtha,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,07_06_kerosene,07_petroleum_products,10_01_01_electricity_chp_and_heat_plants,07_06_kerosene,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,07_07_gas_diesel_oil,07_petroleum_products,10_01_01_electricity_chp_and_heat_plants,07_07_gas_diesel_oil,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,07_08_fuel_oil,07_petroleum_products,10_01_01_electricity_chp_and_heat_plants,07_08_fuel_oil,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,07_09_lpg,07_petroleum_products,10_01_01_electricity_chp_and_heat_plants,07_09_lpg,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,07_10_refinery_gas_not_liquefied,07_petroleum_products,10_01_01_electricity_chp_and_heat_plants,07_10_refinery_gas_not_liquefied,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,07_11_ethane,07_petroleum_products,10_01_01_electricity_chp_and_heat_plants,07_11_ethane,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,x,07_petroleum_products,10_01_01_electricity_chp_and_heat_plants,07_petroleum_products,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,07_petroleum_products_unallocated,07_petroleum_products,10_01_01_electricity_chp_and_heat_plants,07_petroleum_products_unallocated,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,07_x_jet_fuel,07_petroleum_products,10_01_01_electricity_chp_and_heat_plants,07_x_jet_fuel,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,07_x_other_petroleum_products,07_petroleum_products,10_01_01_electricity_chp_and_heat_plants,07_x_other_petroleum_products,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,08_01_natural_gas,08_gas,10_01_01_electricity_chp_and_heat_plants,08_01_natural_gas,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,08_02_lng,08_gas,10_01_01_electricity_chp_and_heat_plants,08_02_lng,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,08_03_gas_works_gas,08_gas,10_01_01_electricity_chp_and_heat_plants,08_03_gas_works_gas,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,x,08_gas,10_01_01_electricity_chp_and_heat_plants,08_gas,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,08_gas_unallocated,08_gas,10_01_01_electricity_chp_and_heat_plants,08_gas_unallocated,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,x,09_nuclear,10_01_01_electricity_chp_and_heat_plants,09_nuclear,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,x,10_hydro,10_01_01_electricity_chp_and_heat_plants,10_hydro,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,x,11_geothermal,10_01_01_electricity_chp_and_heat_plants,11_geothermal,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,12_01_of_which_photovoltaics,12_solar,10_01_01_electricity_chp_and_heat_plants,12_01_of_which_photovoltaics,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,x,12_solar,10_01_01_electricity_chp_and_heat_plants,12_solar,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,12_solar_unallocated,12_solar,10_01_01_electricity_chp_and_heat_plants,12_solar_unallocated,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,12_x_other_solar,12_solar,10_01_01_electricity_chp_and_heat_plants,12_x_other_solar,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,x,13_tide_wave_ocean,10_01_01_electricity_chp_and_heat_plants,13_tide_wave_ocean,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,x,14_wind,10_01_01_electricity_chp_and_heat_plants,14_wind,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,15_01_fuelwood_and_woodwaste,15_solid_biomass,10_01_01_electricity_chp_and_heat_plants,15_01_fuelwood_and_woodwaste,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,15_02_bagasse,15_solid_biomass,10_01_01_electricity_chp_and_heat_plants,15_02_bagasse,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,15_03_charcoal,15_solid_biomass,10_01_01_electricity_chp_and_heat_plants,15_03_charcoal,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,15_04_black_liquor,15_solid_biomass,10_01_01_electricity_chp_and_heat_plants,15_04_black_liquor,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,15_05_other_biomass,15_solid_biomass,10_01_01_electricity_chp_and_heat_plants,15_05_other_biomass,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,x,15_solid_biomass,10_01_01_electricity_chp_and_heat_plants,15_solid_biomass,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,15_solid_biomass_unallocated,15_solid_biomass,10_01_01_electricity_chp_and_heat_plants,15_solid_biomass_unallocated,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,16_01_biogas,16_others,10_01_01_electricity_chp_and_heat_plants,16_01_biogas,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,16_02_industrial_waste,16_others,10_01_01_electricity_chp_and_heat_plants,16_02_industrial_waste,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,16_03_municipal_solid_waste_renewable,16_others,10_01_01_electricity_chp_and_heat_plants,16_03_municipal_solid_waste_renewable,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,16_04_municipal_solid_waste_nonrenewable,16_others,10_01_01_electricity_chp_and_heat_plants,16_04_municipal_solid_waste_nonrenewable,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,16_05_biogasoline,16_others,10_01_01_electricity_chp_and_heat_plants,16_05_biogasoline,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,16_06_biodiesel,16_others,10_01_01_electricity_chp_and_heat_plants,16_06_biodiesel,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,16_07_bio_jet_kerosene,16_others,10_01_01_electricity_chp_and_heat_plants,16_07_bio_jet_kerosene,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,16_08_other_liquid_biofuels,16_others,10_01_01_electricity_chp_and_heat_plants,16_08_other_liquid_biofuels,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,16_09_other_sources,16_others,10_01_01_electricity_chp_and_heat_plants,16_09_other_sources,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,x,16_others,10_01_01_electricity_chp_and_heat_plants,16_others,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,16_others_unallocated,16_others,10_01_01_electricity_chp_and_heat_plants,16_others_unallocated,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,16_x_ammonia,16_others,10_01_01_electricity_chp_and_heat_plants,16_x_ammonia,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,16_x_efuel,16_others,10_01_01_electricity_chp_and_heat_plants,16_x_efuel,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,16_x_hydrogen,16_others,10_01_01_electricity_chp_and_heat_plants,16_x_hydrogen,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,x,17_electricity,10_01_01_electricity_chp_and_heat_plants,17_electricity,
x,x,10_01_01_electricity_chp_and_heat_plants,10_01_own_use,10_losses_and_own_use,x,18_heat,10_01_01_electricity_chp_and_heat_plants,18_heat,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,01_01_coking_coal,01_coal,10_01_02_gas_works_plants,01_01_coking_coal,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,01_05_lignite,01_coal,10_01_02_gas_works_plants,01_05_lignite,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,x,01_coal,10_01_02_gas_works_plants,01_coal,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,01_x_thermal_coal,01_coal,10_01_02_gas_works_plants,01_x_thermal_coal,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,x,02_coal_products,10_01_02_gas_works_plants,02_coal_products,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,06_01_crude_oil,06_crude_oil_and_ngl,10_01_02_gas_works_plants,06_01_crude_oil,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,x,06_crude_oil_and_ngl,10_01_02_gas_works_plants,06_crude_oil_and_ngl,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,06_crude_oil_and_ngl_unallocated,06_crude_oil_and_ngl,10_01_02_gas_works_plants,06_crude_oil_and_ngl_unallocated,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,07_01_motor_gasoline,07_petroleum_products,10_01_02_gas_works_plants,07_01_motor_gasoline,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,07_06_kerosene,07_petroleum_products,10_01_02_gas_works_plants,07_06_kerosene,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,07_07_gas_diesel_oil,07_petroleum_products,10_01_02_gas_works_plants,07_07_gas_diesel_oil,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,07_08_fuel_oil,07_petroleum_products,10_01_02_gas_works_plants,07_08_fuel_oil,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,07_09_lpg,07_petroleum_products,10_01_02_gas_works_plants,07_09_lpg,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,07_10_refinery_gas_not_liquefied,07_petroleum_products,10_01_02_gas_works_plants,07_10_refinery_gas_not_liquefied,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,x,07_petroleum_products,10_01_02_gas_works_plants,07_petroleum_products,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,07_petroleum_products_unallocated,07_petroleum_products,10_01_02_gas_works_plants,07_petroleum_products_unallocated,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,07_x_other_petroleum_products,07_petroleum_products,10_01_02_gas_works_plants,07_x_other_petroleum_products,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,08_01_natural_gas,08_gas,10_01_02_gas_works_plants,08_01_natural_gas,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,08_03_gas_works_gas,08_gas,10_01_02_gas_works_plants,08_03_gas_works_gas,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,x,08_gas,10_01_02_gas_works_plants,08_gas,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,08_gas_unallocated,08_gas,10_01_02_gas_works_plants,08_gas_unallocated,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,x,17_electricity,10_01_02_gas_works_plants,17_electricity,
x,x,10_01_02_gas_works_plants,10_01_own_use,10_losses_and_own_use,x,18_heat,10_01_02_gas_works_plants,18_heat,
x,x,10_01_03_liquefaction_regasification_plants,10_01_own_use,10_losses_and_own_use,01_01_coking_coal,01_coal,10_01_03_liquefaction_regasification_plants,01_01_coking_coal,
x,x,10_01_03_liquefaction_regasification_plants,10_01_own_use,10_losses_and_own_use,01_05_lignite,01_coal,10_01_03_liquefaction_regasification_plants,01_05_lignite,
x,x,10_01_03_liquefaction_regasification_plants,10_01_own_use,10_losses_and_own_use,x,01_coal,10_01_03_liquefaction_regasification_plants,01_coal,
x,x,10_01_03_liquefaction_regasification_plants,10_01_own_use,10_losses_and_own_use,01_coal_unallocated,01_coal,10_01_03_liquefaction_regasification_plants,01_coal_unallocated,
x,x,10_01_03_liquefaction_regasification_plants,10_01_own_use,10_losses_and_own_use,01_x_thermal_coal,01_coal,10_01_03_liquefaction_regasification_plants,01_x_thermal_coal,
x,x,10_01_03_liquefaction_regasification_plants,10_01_own_use,10_losses_and_own_use,x,02_coal_products,10_01_03_liquefaction_regasification_plants,02_coal_products,
x,x,10_01_03_liquefaction_regasification_plants,10_01_own_use,10_losses_and_own_use,x,03_peat,10_01_03_liquefaction_regasification_plants,03_peat,
x,x,10_01_03_liquefaction_regasification_plants,10_01_own_use,10_losses_and_own_use,x,04_peat_products,10_01_03_liquefaction_regasification_plants,04_peat_products,
x,x,10_01_03_liquefaction_regasification_plants,10_01_own_use,10_losses_and_own_use,x,05_oil_shale_and_oil_sands,10_01_03_liquefaction_regasification_plants,05_oil_shale_and_oil_sands,
x,x,10_01_03_liquefaction_regasification_plants,10_01_own_use,10_losses_and_own_use,06_01_crude_oil,06_crude_oil_and_ngl,10_01_03_liquefaction_regasification_plants,06_01_crude_oil,
x,x,10_01_03_liquefaction_regasification_plants,10_01_own_use,10_losses_and_own_use,06_02_natural_gas_liquids,06_crude_oil_and_ngl,10_01_03_liquefaction_regasification_plants,06_02_natural_gas_liquids,
x,x,10_01_03_liquefaction_regasification_plants,10_01_own_use,10_losses_and_own_use,x,06_crude_oil_and_ngl,10_01_03_liquefaction_regasification_plants,06_crude_oil_and_ngl,
x,x,10_01_03_liquefaction_regasification_plants,10_01_own_use,10_losses_and_own_use,06_crude_oil_and_ngl_unallocated,06_crude_oil_and_ngl,10_01_03_liquefaction_regasification_plants,06_crude_oil_and_ngl_unallocated,
x,x,10_01_03_liquefaction_regasification_plants,10_01_own_use,10_losses_and_own_use,06_x_other_hydrocarbons,06_crude_oil_and_ngl,10_01_03_liquefaction_regasification_plants,06_x_other_hydrocarbons,
x,x,10_01_03_liquefaction_regasification_plants,10_01_own_use,10_losses_and_own_use,07_01_motor_gasoline,07_petroleum_products,10_01_03_liquefaction_regasification_plants,07_01_motor_gasoline,
x,x,10_01_03_liquefaction_regasification_plants,10_01_own_use,10_losses_and_own_use,07_02_aviation_gasoline,07_petroleum_products,10_01_03_liquefaction_regasification_plants,07_02_aviation_gasoline,
x,x,10_01_03_liquefaction_regasification_plants,10_01_own_use,10_losses_and_own_use,07_03_naphtha,07_petroleum_products,10_01_03_liquefaction_regasification_plants,07_03_naphtha,
