repository,code_path,line_number,operation,direction,evidence
leap_initialisation,.conda/Lib/trace.py,173,read_pickle,read,"counts, calledfuncs, callers = pickle.load(f)"
leap_initialisation,.conda/Lib/trace.py,294,write_pickle,write,"pickle.dump((self.counts, self.calledfuncs, self.callers),"
leap_initialisation,.conda/Lib/tracemalloc.py,431,write_pickle,write,"pickle.dump(self, fp, pickle.HIGHEST_PROTOCOL)"
leap_initialisation,.conda/Lib/tracemalloc.py,439,read_pickle,read,return pickle.load(fp)
leap_initialisation,.conda/Lib/_pydatetime.py,1000,read_pickle,read,"""pickle.load(data, encoding='latin1') is assumed."")"
leap_initialisation,.conda/Lib/_pydatetime.py,1431,read_pickle,read,"""pickle.load(data, encoding='latin1') is assumed."")"
leap_initialisation,.conda/Lib/_pydatetime.py,1767,read_pickle,read,"""pickle.load(data, encoding='latin1') is assumed."")"
leap_initialisation,.conda/Lib/multiprocessing/reduction.py,59,write_pickle,write,'''Replacement for pickle.dump() using ForkingPickler.'''
leap_initialisation,.conda/Lib/multiprocessing/spawn.py,130,read_pickle,read,preparation_data = reduction.pickle.load(from_parent)
leap_initialisation,.conda/Lib/multiprocessing/spawn.py,132,read_pickle,read,self = reduction.pickle.load(from_parent)
leap_initialisation,codebase/aggregated_demand_template_coverage_workflow.py,258,write_csv,write,"missing_cases.to_csv(resolved_output_path, index=False)"
leap_initialisation,codebase/aggregated_demand_workflow.py,649,read_csv,read,"header = pd.read_csv(path, nrows=0)"
leap_initialisation,codebase/aggregated_demand_workflow.py,689,read_csv,read,"header = pd.read_csv(path, nrows=0)"
leap_initialisation,codebase/aggregated_demand_workflow.py,1386,read_excel,read,"raw = pd.read_excel(Path(id_lookup_path), header=2)"
leap_initialisation,codebase/aggregated_demand_workflow.py,1893,write_excel,write,"with pd.ExcelWriter(output_path, engine=""openpyxl"") as writer:"
leap_initialisation,codebase/aggregated_demand_workflow.py,1894,write_excel,write,"leap_df.to_excel(writer, sheet_name=""LEAP"", index=False, header=False)"
leap_initialisation,codebase/aggregated_demand_workflow.py,1895,write_excel,write,"viewing_df.to_excel(writer, sheet_name=""FOR_VIEWING"", index=False, header=False)"
leap_initialisation,codebase/aggregated_demand_workflow.py,1897,write_excel,write,"contributions_df.to_excel(writer, sheet_name=""Contributions"", index=False)"
leap_initialisation,codebase/aggregated_demand_workflow.py,1947,read_excel,read,"raw = pd.read_excel(path, sheet_name=sheet_name, header=None)"
leap_initialisation,codebase/aggregated_demand_workflow.py,2022,write_excel,write,"with pd.ExcelWriter(output_path, engine=""openpyxl"") as writer:"
leap_initialisation,codebase/aggregated_demand_workflow.py,2023,write_excel,write,"leap_df.to_excel(writer, sheet_name=""LEAP"", index=False, header=False)"
leap_initialisation,codebase/aggregated_demand_workflow.py,2024,write_excel,write,"viewing_df.to_excel(writer, sheet_name=""FOR_VIEWING"", index=False, header=False)"
leap_initialisation,codebase/aggregated_demand_workflow.py,2141,write_excel,write,"with pd.ExcelWriter(output_path, engine=""openpyxl"") as writer:"
leap_initialisation,codebase/aggregated_demand_workflow.py,2142,write_excel,write,"full_output.to_excel(writer, sheet_name=""Export"", index=False, header=False)"
leap_initialisation,codebase/baseline_seed_comparison_workflow.py,132,read_excel,read,data = pd.read_excel(
leap_initialisation,codebase/baseline_seed_comparison_workflow.py,757,write_csv,write,"pd.DataFrame(inventory_rows).to_csv(paths.file_inventory_csv, index=False)"
leap_initialisation,codebase/baseline_seed_comparison_workflow.py,758,write_csv,write,"pd.DataFrame(summary_rows).to_csv(paths.summary_csv, index=False)"
leap_initialisation,codebase/baseline_seed_comparison_workflow.py,759,write_csv,write,"pd.concat(row_difference_frames, ignore_index=True).to_csv(paths.row_differences_csv, index=False) if row_difference_frames else pd.DataFrame().to_csv(paths.row_differences_csv, index=False)"
leap_initialisation,codebase/baseline_seed_comparison_workflow.py,760,write_csv,write,"pd.concat(expression_difference_frames, ignore_index=True).to_csv(paths.expression_differences_csv, index=False) if expression_difference_frames else pd.DataFrame().to_csv(paths.expression_differences_csv, index=False)"
leap_initialisation,codebase/baseline_seed_comparison_workflow.py,761,write_csv,write,"pd.DataFrame(duplicate_rows).to_csv(paths.duplicate_keys_csv, index=False)"
leap_initialisation,codebase/baseline_seed_comparison_workflow.py,763,write_csv,write,"pd.concat(nonempty_share_frames, ignore_index=True).to_csv(paths.share_sum_checks_csv, index=False) if nonempty_share_frames else pd.DataFrame().to_csv(paths.share_sum_checks_csv, index=False)"
leap_initialisation,codebase/baseline_seed_comparison_workflow.py,765,write_csv,write,"all_rule_findings.to_csv(paths.rule_findings_csv, index=False)"
leap_initialisation,codebase/baseline_seed_comparison_workflow.py,767,write_csv,write,"pd.DataFrame().to_csv(paths.rule_summary_csv, index=False)"
leap_initialisation,codebase/baseline_seed_comparison_workflow.py,778,write_csv,write,"rule_summary.to_csv(paths.rule_summary_csv, index=False)"
leap_initialisation,codebase/baseline_seed_comparison_workflow.py,779,write_csv,write,"pd.DataFrame(provenance_rows).to_csv(paths.file_provenance_csv, index=False)"
leap_initialisation,codebase/electricity_heat_interim_workflow.py,724,read_excel,read,workbook_df = pd.read_excel(
leap_initialisation,codebase/electricity_heat_interim_workflow.py,827,write_csv,write,"report_df.to_csv(report_path_obj, index=False)"
leap_initialisation,codebase/electricity_heat_interim_workflow.py,1305,read_excel,read,template_df = pd.read_excel(
leap_initialisation,codebase/electricity_heat_interim_workflow.py,1587,write_csv,write,"_agg_df.to_csv(_agg_path, index=False)"
leap_initialisation,codebase/electricity_heat_interim_workflow.py,1592,write_csv,write,"_detail_df.to_csv(_detail_path, index=False)"
leap_initialisation,codebase/hydrogen_transformation_workflow.py,404,write_csv,write,"checks_df.to_csv(output_path, index=False)"
leap_initialisation,codebase/other_loss_own_use_proxy_workflow.py,1591,write_csv,write,"detail_df.to_csv(detail_path, index=False)"
leap_initialisation,codebase/other_loss_own_use_proxy_workflow.py,1611,write_csv,write,"leap_balance_activity.to_csv(leap_activity_path, index=False)"
leap_initialisation,codebase/other_loss_own_use_proxy_workflow.py,1624,write_csv,write,"output_fuel_candidate_validation.to_csv(output_fuel_candidate_validation_path, index=False)"
leap_initialisation,codebase/other_loss_own_use_proxy_workflow.py,1644,write_csv,write,"output_fuel_validation.to_csv(output_fuel_validation_path, index=False)"
leap_initialisation,codebase/other_loss_own_use_proxy_workflow.py,1743,write_csv,write,".to_csv(summary_path, index=False)"
leap_initialisation,codebase/outlook_mapping_maintenance_workflow.py,132,read_csv,read,base_df = pd.read_csv(ESTO_TABLE_PATH)
leap_initialisation,codebase/outlook_mapping_maintenance_workflow.py,157,read_csv,read,ninth_df = pd.read_csv(NINTH_TABLE_PATH)
leap_initialisation,codebase/outlook_mapping_maintenance_workflow.py,237,write_excel,write,"with pd.ExcelWriter(output_path, engine=""openpyxl"") as writer:"
leap_initialisation,codebase/outlook_mapping_maintenance_workflow.py,241,write_excel,write,"sheet_df.to_excel(writer, sheet_name=safe_sheet_name, index=False)"
leap_initialisation,codebase/outlook_mapping_maintenance_workflow.py,250,write_excel,write,"with pd.ExcelWriter(output_path, engine=""openpyxl"") as writer:"
leap_initialisation,codebase/outlook_mapping_maintenance_workflow.py,254,write_excel,write,"sheet_df.to_excel(writer, sheet_name=safe_name, index=False)"
leap_initialisation,codebase/outlook_mapping_maintenance_workflow.py,795,write_csv,write,"gaps.to_csv(COVERAGE_GAPS_PATH, index=False)"
leap_initialisation,codebase/outlook_mapping_maintenance_workflow.py,821,write_csv,write,"duplicates.to_csv(DUPLICATE_MAPPINGS_CSV_PATH, index=False)"
leap_initialisation,codebase/outlook_mapping_maintenance_workflow.py,865,read_csv,read,"previous = pd.read_csv(TRIO_PRESENCE_CSV_PATH).fillna("""")"
leap_initialisation,codebase/outlook_mapping_maintenance_workflow.py,886,write_csv,write,"row_exclusive.to_csv(TRIO_PRESENCE_CSV_PATH, index=False)"
leap_initialisation,codebase/outlook_mapping_maintenance_workflow.py,953,read_excel,read,"return pd.read_excel(MAPPING_WORKBOOK_PATH, sheet_name=sheet_name, dtype=object).fillna("""")"
leap_initialisation,codebase/outlook_mapping_maintenance_workflow.py,1036,read_excel,read,"return pd.read_excel(MAPPING_WORKBOOK_PATH, sheet_name=sheet_name, dtype=object).fillna("""")"
leap_initialisation,codebase/outlook_mapping_maintenance_workflow.py,1104,write_excel,write,"with pd.ExcelWriter(output_path, engine=""openpyxl"") as writer:"
leap_initialisation,codebase/outlook_mapping_maintenance_workflow.py,1108,write_excel,write,"sheet_df.to_excel(writer, sheet_name=safe_sheet_name, index=False)"
leap_initialisation,codebase/transfers_workflow.py,686,write_csv,write,"projection_diagnostics.to_csv(diagnostic_path, index=False)"
leap_initialisation,codebase/transfers_workflow.py,1078,read_excel,read,df = pd.read_excel(
leap_initialisation,codebase/transformation_workflow.py,410,write_csv,write,"checks_df.to_csv(output_path, index=False)"
leap_initialisation,codebase/archive/buildings_dummy_workflow.py,178,read_csv,read,df = pd.read_csv(path)
leap_initialisation,codebase/archive/buildings_dummy_workflow.py,188,read_csv,read,df = pd.read_csv(path)
leap_initialisation,codebase/archive/buildings_dummy_workflow.py,511,write_csv,write,"diagnostics_df.to_csv(diagnostics_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_balance_workflow.py,202,write_csv,write,"runtime_issues.to_csv(runtime_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_balance_workflow.py,211,write_csv,write,"override_report.to_csv(override_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_balance_workflow.py,252,write_csv,write,").to_csv(path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_balance_workflow.py,290,write_csv,write,"summary.to_csv(path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_balance_workflow.py,398,write_csv,write,"simple_leap_balance.to_csv(simple_leap_balance_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_balance_workflow.py,399,write_csv,write,"simple_leap_ninth_balance.to_csv(simple_leap_ninth_balance_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_balance_workflow.py,400,write_csv,write,"simple_ninth_balance.to_csv(simple_ninth_balance_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_balance_workflow.py,432,read_csv,read,"pd.read_csv(dashboard_paths[""chart_group_exposure""], dtype=str).fillna("""")"
leap_initialisation,codebase/archive/leap_results_dashboard_balance_workflow.py,437,read_csv,read,"pd.read_csv(dashboard_paths[""all_chart_groups""], dtype=str).fillna("""")"
leap_initialisation,codebase/archive/leap_results_dashboard_balance_workflow.py,444,write_csv,write,"chart_line_mapping_ledger.to_csv(chart_line_mapping_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_balance_workflow.py,445,write_csv,write,"chart_total_component_ledger.to_csv(chart_total_component_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_balance_workflow.py,484,read_excel,read,leap_combined_ninth_mapping = pd.read_excel(
leap_initialisation,codebase/archive/leap_results_dashboard_balance_workflow.py,504,write_csv,write,"ingestion[""coverage""].to_csv(coverage_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_balance_workflow.py,505,write_csv,write,"ingestion[""unit_diagnostics""].to_csv(unit_diag_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_balance_workflow.py,506,write_csv,write,"ingestion.get(""matching_diagnostics"", pd.DataFrame()).to_csv(matching_diag_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_v2_workflow.py,308,write_csv,write,"pd.DataFrame(rows).sort_values([""dashboard_path"", ""fuel"", ""measure"", ""sheet""]).to_csv(csv_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_v2_workflow.py,351,write_csv,write,"skip_df.to_csv(out_dir / ""skipped_sheets_not_in_map.csv"", index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_v2_workflow.py,1247,write_csv,write,"reassignment_status.to_csv(layout.mapping / ""explicit_reassignment_status.csv"", index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_v2_workflow.py,1249,write_csv,write,"synthetic_reference_status.to_csv(layout.mapping / ""synthetic_reference_row_status.csv"", index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_v2_workflow.py,1257,write_excel,write,with pd.ExcelWriter(synthetic_workbook) as writer:
leap_initialisation,codebase/archive/leap_results_dashboard_v2_workflow.py,1258,write_excel,write,"synthetic_esto_rows.drop(columns=drop_cols, errors=""ignore"").to_excel("
leap_initialisation,codebase/archive/leap_results_dashboard_v2_workflow.py,1263,write_excel,write,"synthetic_ninth_rows.drop(columns=drop_cols, errors=""ignore"").to_excel("
leap_initialisation,codebase/archive/leap_results_dashboard_v2_workflow.py,1316,write_csv,write,comparison_input_addback_report.to_csv(
leap_initialisation,codebase/archive/leap_results_dashboard_v2_workflow.py,1324,write_csv,write,leap_input_addback_report.to_csv(
leap_initialisation,codebase/archive/leap_results_dashboard_v2_workflow.py,1363,write_csv,write,"pd.DataFrame({""sheet"": missing}).to_csv(layout.mapping / ""sheets_not_in_map_before_filter.csv"", index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_v2_workflow.py,1369,write_csv,write,"pd.DataFrame({""sheet"": derived_missing}).to_csv("
leap_initialisation,codebase/archive/leap_results_dashboard_v2_workflow.py,1468,write_csv,write,"many_to_many_errors.to_csv(mm_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_v2_workflow.py,1599,write_csv,write,"delta_frames[""atomic_shadow_delta_series""].to_csv(series_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_v2_workflow.py,1600,write_csv,write,"delta_frames[""atomic_shadow_delta_totals""].to_csv(totals_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_v2_workflow.py,1601,write_csv,write,"delta_frames[""atomic_shadow_delta_summary""].to_csv(summary_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_v2_workflow.py,1622,write_csv,write,"chart_snapshot.to_csv(latest_snapshot_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_v2_workflow.py,1653,write_csv,write,"chart_line_mapping_ledger.to_csv(chart_line_mapping_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_v2_workflow.py,1656,write_csv,write,"total_component_ledger.to_csv(total_component_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,227,read_excel,read,"sheet = pd.read_excel(mapping_workbook_path, sheet_name=LEAP_ROWS_TO_REMOVE_AND_ADD_SHEET, dtype=str).fillna("""")"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,384,read_csv,read,"base = pd.read_csv(base_table_path, dtype=str, low_memory=False).fillna("""")"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,475,read_csv,read,"return pd.read_csv(path, dtype=str, low_memory=False).fillna("""") if path.exists() else pd.DataFrame()"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,523,read_csv,read,"pd.read_csv(comparison_long_path, dtype=str, low_memory=False).fillna("""")"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,528,read_excel,read,"pd.read_excel(mapping_status_path, dtype=str, sheet_name=""mapping_status"").fillna("""")"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,533,read_csv,read,"pd.read_csv(leap_long_path, dtype=str, low_memory=False).fillna("""")"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,672,write_csv,write,"conversion[""esto_long""].to_csv(leap_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,673,write_csv,write,"build_ninth_balance_esto_long_table(simple_ninth_balance).to_csv(ninth_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,674,write_csv,write,"conversion[""leap_long""].to_csv(detail_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,675,write_csv,write,"mapping_status.to_csv(mapping_status_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,676,write_csv,write,"comparison_long.to_csv(comparison_long_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,677,write_csv,write,"simple_ninth_balance.to_csv(ninth_semantic_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,678,write_csv,write,"conversion[""issues""].to_csv(runtime_issues_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,679,write_csv,write,"conversion[""override_report""].to_csv(override_report_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,680,write_csv,write,"conversion[""auto_sheet_rows""].to_csv(auto_sheet_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,681,write_csv,write,"conversion[""coverage""].to_csv(coverage_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,682,write_csv,write,"conversion[""unit_diagnostics""].to_csv(unit_diag_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,849,write_csv,write,"simple_leap_balance.to_csv(simple_leap_balance_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,850,write_csv,write,"simple_ninth_balance.to_csv(simple_ninth_balance_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,851,write_csv,write,"merged_esto_axis_balance.to_csv(merged_esto_axis_balance_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,852,write_csv,write,"duplicate_summary.to_csv(duplicate_summary_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,853,write_csv,write,"duplicate_details.to_csv(duplicate_details_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,854,write_csv,write,"simple_leap_balance.to_csv(mapped_leap_to_esto_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,855,write_csv,write,"mapped_ninth_to_esto.to_csv(mapped_ninth_to_esto_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,856,write_csv,write,"comparison_long.to_csv(esto_axis_comparison_long_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,912,read_csv,read,"pd.read_csv(dashboard_paths[""chart_group_exposure""], dtype=str).fillna("""")"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,917,read_csv,read,"pd.read_csv(dashboard_paths[""all_chart_groups""], dtype=str).fillna("""")"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,921,write_csv,write,"simplify_chart_line_mapping_ledger_output(chart_line_mapping_ledger).to_csv(chart_line_mapping_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,922,write_csv,write,"simplify_chart_total_component_ledger_output(chart_total_component_ledger).to_csv(chart_total_component_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,936,write_csv,write,"simplify_mapping_lineage_audit_output(mapping_lineage_audit).to_csv(mapping_lineage_audit_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,941,read_csv,read,"chart_line_mapping_ledger = pd.read_csv(chart_line_mapping_path, dtype=str, low_memory=False).fillna("""")"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,943,read_csv,read,"chart_total_component_ledger = pd.read_csv(chart_total_component_path, dtype=str, low_memory=False).fillna("""")"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,949,write_csv,write,"ingestion[""issues""].to_csv(runtime_issues_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,981,read_excel,read,leap_combined_ninth_mapping = pd.read_excel(
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,994,write_csv,write,"ingestion[""override_report""].to_csv(override_report_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,995,write_csv,write,"ingestion.get(""auto_sheet_rows"", pd.DataFrame()).to_csv(auto_sheet_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,997,write_csv,write,"ingestion[""coverage""].to_csv(coverage_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,998,write_csv,write,"ingestion[""unit_diagnostics""].to_csv(unit_diag_path, index=False)"
leap_initialisation,codebase/archive/leap_results_dashboard_workflow.py,999,write_csv,write,"ingestion.get(""matching_diagnostics"", pd.DataFrame()).to_csv(matching_diag_path, index=False)"
leap_initialisation,codebase/archive/minor_demand_workflow.py,673,read_csv,read,df = pd.read_csv(path)
leap_initialisation,codebase/archive/power_workflow.py,432,write_csv,write,"report_df.to_csv(report_path_obj, index=False)"
leap_initialisation,codebase/archive/power_workflow.py,743,write_csv,write,"output.to_csv(report_path, index=False)"
leap_initialisation,codebase/archive/power_workflow.py,760,write_csv,write,"output.to_csv(report_path, index=False)"
leap_initialisation,codebase/archive/codex_cleanup_20260414/leap_results_extraction_replica_workflow copy.py,231,read_excel,read,"post = leap_results_workflow.pd.read_excel(probe_workbook, sheet_name=sheet_name, header=None)"
leap_initialisation,codebase/archive/codex_cleanup_20260414/leap_results_extraction_replica_workflow copy.py,1024,write_excel,write,"with leap_results_workflow.pd.ExcelWriter(out_path, engine=""openpyxl"") as writer:"
leap_initialisation,codebase/archive/codex_cleanup_20260414/leap_results_extraction_replica_workflow copy.py,1056,write_excel,write,"combined.to_excel(writer, sheet_name=sheet_name, index=False)"
leap_initialisation,codebase/archive/codex_cleanup_20260414/leap_results_extraction_replica_workflow copy.py,1161,write_csv,write,"fav_df.to_csv(fav_report, index=False)"
leap_initialisation,codebase/functions/analysis_input_write_dispatcher.py,166,read_excel,read,"raw = pd.read_excel(path, sheet_name=sheet_name, header=None)"
leap_initialisation,codebase/functions/analysis_input_write_dispatcher.py,193,write_excel,write,"with pd.ExcelWriter(path, **writer_kwargs) as writer:"
leap_initialisation,codebase/functions/analysis_input_write_dispatcher.py,194,write_excel,write,"output.to_excel(writer, sheet_name=sheet_name, index=False, header=False)"
leap_initialisation,codebase/functions/balance_demand_conservation.py,512,write_csv,write,"rows.to_csv(path, index=False)"
leap_initialisation,codebase/functions/balance_demand_conservation.py,616,write_csv,write,"diagnostics.to_csv(path, index=False)"
leap_initialisation,codebase/functions/baseline_seed_artifact_validation.py,701,read_csv,read,else pd.read_csv(_normalize_path(zero_scope_manifest))
leap_initialisation,codebase/functions/baseline_seed_artifact_validation.py,837,read_csv,read,"expected = expected_rows.copy() if isinstance(expected_rows, pd.DataFrame) else pd.read_csv(_normalize_path(expected_rows))"
leap_initialisation,codebase/functions/baseline_seed_artifact_validation.py,1118,write_csv,write,"ordered_findings.to_csv(findings_path, index=False, lineterminator=""\n"")"
leap_initialisation,codebase/functions/baseline_seed_artifact_validation.py,1119,write_csv,write,"summary.to_csv(summary_path, index=False, lineterminator=""\n"")"
leap_initialisation,codebase/functions/baseline_seed_balance_diagnostics.py,404,read_csv,read,rules = pd.read_csv(_resolve(path))
leap_initialisation,codebase/functions/baseline_seed_balance_diagnostics.py,1160,write_excel,write,with pd.ExcelWriter(output_path) as writer:
leap_initialisation,codebase/functions/baseline_seed_balance_diagnostics.py,1161,write_excel,write,"esto_mapping.to_excel(writer, sheet_name=""leap_combined_esto"", index=False)"
leap_initialisation,codebase/functions/baseline_seed_balance_diagnostics.py,1162,write_excel,write,pd.DataFrame(columns=ninth_columns).to_excel(
leap_initialisation,codebase/functions/baseline_seed_balance_diagnostics.py,3130,write_csv,write,"differences.to_csv(differences_path, index=False)"
leap_initialisation,codebase/functions/baseline_seed_balance_diagnostics.py,3136,write_csv,write,"mapping_issues.to_csv(mapping_issues_path, index=False)"
leap_initialisation,codebase/functions/baseline_seed_balance_diagnostics.py,3146,write_csv,write,"ignored_rows.to_csv(ignored_rows_path, index=False)"
leap_initialisation,codebase/functions/baseline_seed_balance_diagnostics.py,3156,write_csv,write,"projection_diagnostics.to_csv(projection_diagnostics_path, index=False)"
leap_initialisation,codebase/functions/baseline_seed_balance_diagnostics.py,3165,write_csv,write,"review.to_csv(review_path, index=False)"
leap_initialisation,codebase/functions/baseline_seed_postprocess.py,127,read_excel,read,loaded = pd.read_excel(
leap_initialisation,codebase/functions/baseline_seed_validation.py,1742,read_excel,read,data = pd.read_excel(
leap_initialisation,codebase/functions/baseline_seed_validation.py,1762,read_excel,read,data = pd.read_excel(
leap_initialisation,codebase/functions/baseline_seed_validation.py,2295,write_csv,write,"filter_actionable_findings(result.findings).to_csv(findings_path, index=False)"
leap_initialisation,codebase/functions/baseline_seed_validation.py,2296,write_csv,write,"result.duplicate_groups.to_csv(duplicates_path, index=False)"
leap_initialisation,codebase/functions/baseline_seed_validation.py,2298,write_csv,write,"build_validation_issue_groups(actionable_findings).to_csv(issue_groups_path, index=False)"
leap_initialisation,codebase/functions/baseline_seed_validation.py,2299,write_csv,write,"build_branch_issue_summary(actionable_findings).to_csv(branch_issue_summary_path, index=False)"
leap_initialisation,codebase/functions/baseline_seed_validation.py,2300,write_csv,write,"migration_report.to_csv(migration_report_path, index=False)"
leap_initialisation,codebase/functions/buildings_fuel_remap.py,612,write_csv,write,"pd.DataFrame(report_rows).to_csv(report_path, index=False)"
leap_initialisation,codebase/functions/buildings_fuel_remap.py,620,write_csv,write,"pd.DataFrame(validation_rows).to_csv(validation_path, index=False)"
leap_initialisation,codebase/functions/energy_use_reconciliation.py,23,read_excel,read,">>> export_df = pd.read_excel(""../outputs/USA_transport_leap_export_Target.xlsx"")"
leap_initialisation,codebase/functions/industry_fuel_remap.py,675,read_csv,read,ninth_df = pd.read_csv(ninth_data_path)
leap_initialisation,codebase/functions/industry_fuel_remap.py,980,write_csv,write,"pd.DataFrame(report_rows).to_csv(report_path, index=False)"
leap_initialisation,codebase/functions/industry_fuel_remap.py,1005,write_csv,write,"validation_report.to_csv(validation_path, index=False)"
leap_initialisation,codebase/functions/leap_core.py,522,write_excel,write,"with pd.ExcelWriter(filename, engine='openpyxl') as writer:"
leap_initialisation,codebase/functions/leap_core.py,523,write_excel,write,"export_df.to_excel(writer, sheet_name='All_Data', index=False)"
leap_initialisation,codebase/functions/leap_core.py,1774,read_excel,read,"return pd.read_excel(path, sheet_name=sheet_name, header=header_guess)"
leap_initialisation,codebase/functions/leap_core.py,1997,read_excel,read,"return pd.read_excel(path, sheet_name=sheet_name, header=header_guess)"
leap_initialisation,codebase/functions/leap_excel_io.py,137,read_excel,read,"raw = pd.read_excel(resolved, sheet_name=sheet_name, header=None)"
leap_initialisation,codebase/functions/leap_excel_io.py,196,read_excel,read,"raw = pd.read_excel(path, sheet_name=sheet_name, header=None)"
leap_initialisation,codebase/functions/leap_excel_io.py,220,write_excel,write,"with pd.ExcelWriter(path, **writer_kwargs) as writer:"
leap_initialisation,codebase/functions/leap_excel_io.py,221,write_excel,write,"output.to_excel(writer, sheet_name=sheet_name, index=False, header=False)"
leap_initialisation,codebase/functions/leap_excel_io.py,302,read_excel,read,"reference = pd.read_excel(path, sheet_name=sheet_name, header=2)"
leap_initialisation,codebase/functions/leap_excel_io.py,369,write_excel,write,"instructions.to_excel(writer, sheet_name=""Instructions"", index=False)"
leap_initialisation,codebase/functions/leap_excel_io.py,816,write_csv,write,"diagnostic.to_csv(diagnostic_path, index=False)"
leap_initialisation,codebase/functions/leap_excel_io.py,835,write_excel,write,"with pd.ExcelWriter(out_path, engine=""openpyxl"") as writer:"
leap_initialisation,codebase/functions/leap_excel_io.py,836,write_excel,write,"export_df_for_viewing2.to_excel(writer, sheet_name=""FOR_VIEWING"", index=False, header=False, startrow=0)"
leap_initialisation,codebase/functions/leap_excel_io.py,837,write_excel,write,"leap_export_df2.to_excel(writer, sheet_name=""LEAP"", index=False, header=False, startrow=0)"
leap_initialisation,codebase/functions/leap_excel_io.py,895,read_excel,read,"import_df = pd.read_excel(import_filename, sheet_name='Export', header=2)"
